"_id","_labels","age","anime_percentage","armament_haki","average_rating_ep","awakening_fruit_of_devil","birth_month","bood_type","bounty_EUR","bounty_USD","chapters_later","class_name","conquerors_haki","days_later","deceased","devil_fruit","height_in_foot","height_in_meters","hometown","manga_percentage","name_character","name_crew","name_race","name_saga","number_chapter","number_ep","observation_haki","page_chapter","payoff","rank_episode_ep","rank_height","rank_wanted","release_date_chapter","sea_name","setup","title_chapter","title_ep","total_chapters","total_episodes","total_pages","total_votes_ep","year_of_release_ep","years_later","_start","_end","_type"
"147",":Episode","","","","7.5","","","","","","","","","","","","","","","","","","","","","148","","","","69,456","","","","","","","Densetsu no Ichizoku! &quot;Usotsuki Norland&quot;","","","","157","2003","",,,
"148",":Episode","","","","7.4","","","","","","","","","","","","","","","","","","","","","149","","","","71,870","","","","","","","Kumo Kaji Ippai! Southbird o Oe!","","","","153","2003","",,,
"149",":Episode","","","","8.0","","","","","","","","","","","","","","","","","","","","","150","","","","63,762","","","","","","","Yume wa Kanawanai!? Bellamy VS Saruyama Rengou","","","","157","2003","",,,
"150",":Episode","","","","8.7","","","","","","","","","","","","","","","","","","","","","151","","","","42,152","","","","","","","Ichioku no Otoko! Sekai Saikou Kenryoku to Kaizoku Kurohige","","","","231","2003","",,,
"151",":Episode","","","","8.1","","","","","","","","","","","","","","","","","","","","","152","","","","62,079","","","","","","","Fune wa Sora o Yuku! Knock-Up Stream ni Nore","","","","159","2003","",,,
"152",":Episode","","","","7.9","","","","","","","","","","","","","","","","","","","","","153","","","","65,388","","","","","","","Koko wa Sora no Umi! Sora no Kishi to Tengoku no Mon","","","","155","2003","",,,
"153",":Episode","","","","7.5","","","","","","","","","","","","","","","","","","","","","154","","","","69,460","","","","","","","Kami no Kuni Skypiea! Kumo no Nagisa no Tenshi-tachi","","","","157","2003","",,,
"154",":Episode","","","","7.5","","","","","","","","","","","","","","","","","","","","","155","","","","70,926","","","","","","","Kindan no Seichi! Kami no Sumu Shima to Ten no Sabaki!","","","","152","2003","",,,
"155",":Episode","","","","7.6","","","","","","","","","","","","","","","","","","","","","156","","","","68,298","","","","","","","Hayaku mo Hanzaisha!? Skypiea no Hou no Bannin","","","","157","2003","",,,
"156",":Episode","","","","7.6","","","","","","","","","","","","","","","","","","","","","157","","","","69,103","","","","","","","Dasshutsu Naru ka!? Ugokihajimeta Kami no Shiren!","","","","154","2003","",,,
"157",":Episode","","","","7.6","","","","","","","","","","","","","","","","","","","","","158","","","","69,696","","","","","","","Lovely-doori no Wana! Zennounaru God Enel","","","","152","2003","",,,
"158",":Episode","","","","7.7","","","","","","","","","","","","","","","","","","","","","159","","","","68,843","","","","","","","Susume Karasumaru! Ikenie no Saidan o Mezase","","","","151","2003","",,,
"159",":Episode","","","","7.8","","","","","","","","","","","","","","","","","","","","","160","","","","65,644","","","","","","","Seizonritsu 10%! Mantra-tsukai no Shinkan Satori!","","","","158","2003","",,,
"160",":Episode","","","","7.6","","","","","","","","","","","","","","","","","","","","","161","","","","68,299","","","","","","","&quot;Tama no Shiren&quot; no Kyoui! Mayoi no Mori no Shitou","","","","157","2003","",,,
"161",":Episode","","","","7.8","","","","","","","","","","","","","","","","","","","","","162","","","","65,913","","","","","","","Chopper Ayaushi! Motokami Tai Shinkan Shura","","","","157","2003","",,,
"162",":Episode","","","","7.8","","","","","","","","","","","","","","","","","","","","","163","","","","67,431","","","","","","","Makafushigi! Himo no Shiren to Koi no Shiren!?","","","","152","2003","",,,
"163",":Episode","","","","7.8","","","","","","","","","","","","","","","","","","","","","164","","","","67,432","","","","","","","Shandra no Hi o Tomose! Senshi Wiper","","","","152","2003","",,,
"164",":Episode","","","","7.7","","","","","","","","","","","","","","","","","","","","","165","","","","68,541","","","","","","","Tenkuu no Ougonkyou Jaya! Mezase Kami no Yashiro!","","","","152","2003","",,,
"165",":Episode","","","","7.4","","","","","","","","","","","","","","","","","","","","","166","","","","72,178","","","","","","","Ougon Zen'yasai! &quot;Vearth&quot; e no Omoi!","","","","152","2003","",,,
"166",":Episode","","","","7.6","","","","","","","","","","","","","","","","","","","","","167","","","","70,690","","","","","","","God Enel Toujou!! Ikinokori e no Aubade","","","","149","2003","",,,
"167",":Episode","","","","7.6","","","","","","","","","","","","","","","","","","","","","168","","","","68,822","","","","","","","Kibamuku Uwabami! Tsui ni Hajimaru Survival Game","","","","155","2003","",,,
"168",":Episode","","","","8.0","","","","","","","","","","","","","","","","","","","","","169","","","","62,885","","","","","","","Sutemi no Haigeki (Reject)! &quot;Senki&quot; Wiper no Kakugo","","","","160","2003","",,,
"169",":Episode","","","","8.0","","","","","","","","","","","","","","","","","","","","","170","","","","62,572","","","","","","","Kuuchuu no Gekisen! Kaizoku Zoro VS Senshi Braham","","","","161","2003","",,,
"170",":Episode","","","","7.8","","","","","","","","","","","","","","","","","","","","","171","","","","66,501","","","","","","","Unaru Burn Bazooka!! Luffy VS Senki Wiper","","","","155","2003","",,,
"171",":Episode","","","","7.8","","","","","","","","","","","","","","","","","","","","","172","","","","67,433","","","","","","","Numa no Shiren! Chopper VS Shinkan Gedatsu!!","","","","152","2003","",,,
"172",":Episode","","","","7.9","","","","","","","","","","","","","","","","","","","","","173","","","","65,655","","","","","","","Muteki no Nouryoku! Akasareru Enel no Shoutai","","","","154","2003","",,,
"173",":Episode","","","","7.8","","","","","","","","","","","","","","","","","","","","","174","","","","66,502","","","","","","","Maburoshi no Miyako! Yuudai Naru Shandra no Iseki!!","","","","155","2003","",,,
"174",":Episode","","","","7.8","","","","","","","","","","","","","","","","","","","","","175","","","","67,729","","","","","","","Seizonritsu 0%!! Chopper VS Shinkan Ohm","","","","151","2003","",,,
"175",":Episode","","","","7.9","","","","","","","","","","","","","","","","","","","","","176","","","","65,066","","","","","","","Giant Jack o Nobore!! Jouzou Iseki no Shitou","","","","156","2004","",,,
"176",":Episode","","","","8.0","","","","","","","","","","","","","","","","","","","","","177","","","","62,886","","","","","","","Tetsu no Shiren no Shinkoccyou! Shiruibara Death Match!!","","","","160","2004","",,,
"177",":Episode","","","","8.2","","","","","","","","","","","","","","","","","","","","","178","","","","60,476","","","","","","","Hotobashiru Zangeki! Zoro VS Shinkan Ohm!!","","","","161","2004","",,,
"178",":Episode","","","","8.2","","","","","","","","","","","","","","","","","","","","","179","","","","60,709","","","","","","","Kuzure Yuku Jousou Iseki! Finale e no Quintet!!","","","","160","2004","",,,
"179",":Episode","","","","8.4","","","","","","","","","","","","","","","","","","","","","180","","","","58,336","","","","","","","Kodai Iseki no Taiketsu! God Enel no Mokuteki!!","","","","161","2004","",,,
"180",":Episode","","","","8.2","","","","","","","","","","","","","","","","","","","","","181","","","","61,519","","","","","","","Fairy Vearth e no Yabou Hakobune Maxim!!","","","","157","2004","",,,
"181",":Episode","","","","8.4","","","","","","","","","","","","","","","","","","","","","182","","","","55,209","","","","","","","Tsuini Gekitotsu! Kaizoku Luffy VS God Enel!!","","","","173","2004","",,,
"182",":Episode","","","","8.4","","","","","","","","","","","","","","","","","","","","","183","","","","57,446","","","","","","","Maxim Fujou! Ugoki Hajimeta Deathpiea!!","","","","164","2004","",,,
"183",":Episode","","","","8.0","","","","","","","","","","","","","","","","","","","","","184","","","","63,767","","","","","","","Luffy Rakka! Kami no Sabaki to Nami no Nozomi!!","","","","157","2004","",,,
"184",":Episode","","","","8.2","","","","","","","","","","","","","","","","","","","","","185","","","","59,639","","","","","","","Mezameta Futari! Moeru Koi no Kyuushutsu Zensen","","","","164","2004","",,,
"185",":Episode","","","","7.8","","","","","","","","","","","","","","","","","","","","","186","","","","66,198","","","","","","","Zetsubou e no Capriccio Semaei Kuru Sora Shima no Shoumetsu!!","","","","156","2004","",,,
"186",":Episode","","","","7.7","","","","","","","","","","","","","","","","","","","","","187","","","","67,957","","","","","","","Kane no Ne no Michibiki! Daisenshi to Tankenka no Monogatari","","","","154","2004","",,,
"187",":Episode","","","","7.7","","","","","","","","","","","","","","","","","","","","","188","","","","69,128","","","","","","","Jubaku kara no Kaihou! Daisenshi ga Nagashita Namida!!","","","","150","2004","",,,
"188",":Episode","","","","8.3","","","","","","","","","","","","","","","","","","","","","189","","","","55,930","","","","","","","Eien no Shinyuu! Oo-unabari ni Hibikuchikai no Kane!!","","","","174","2004","",,,
"189",":Episode","","","","8.0","","","","","","","","","","","","","","","","","","","","","190","","","","65,460","","","","","","","Angel-tou Shoumetsu! Raigou Kourin no Kyoufu!!","","","","151","2004","",,,
"190",":Episode","","","","8.0","","","","","","","","","","","","","","","","","","","","","191","","","","65,461","","","","","","","Giant Jack o Taose! Dasshutsu e no Saigo no Nozomi","","","","151","2004","",,,
"191",":Episode","","","","8.4","","","","","","","","","","","","","","","","","","","","","192","","","","56,887","","","","","","","Kami no Kune no Kiseki! Tenshi no Todoita Love Song","","","","166","2004","",,,
"192",":Episode","","","","7.8","","","","","","","","","","","","","","","","","","","","","193","","","","68,012","","","","","","","Tatakai no Shuuen! Tooku Hibiku Hokori Takaki Fantasia","","","","150","2004","",,,
"193",":Episode","","","","7.9","","","","","","","","","","","","","","","","","","","","","194","","","","66,855","","","","","","","Ware Koko ni Itaru! Poneglyphs ga Tsumugu Mono","","","","150","2004","",,,
"194",":Episode","","","","7.8","","","","","","","","","","","","","","","","","","","","","195","","","","66,793","","","","","","","Iza Seikai e!! Omoi ga Orinasu Saishuu Gakushou","","","","154","2004","",,,
"195",":Episode","","","","7.2","","","","","","","","","","","","","","","","","","","","","196","","","","77,786","","","","","","","Hijoujitai Hatsurei! Akumei Takaki Kaisokusen Sennyuu!","","","","143","2004","",,,
"196",":Episode","","","","7.4","","","","","","","","","","","","","","","","","","","","","197","","","","75,763","","","","","","","Ryourinin Sanji! Kaigun Shokudou de Shinka Hakki!","","","","141","2004","",,,
"197",":Episode","","","","7.1","","","","","","","","","","","","","","","","","","","","","198","","","","79,140","","","","","","","Torawareru Zoro to Chopper Kinkyuu Shittou","","","","143","2004","",,,
"198",":Episode","","","","7.4","","","","","","","","","","","","","","","","","","","","","199","","","","75,429","","","","","","","Semaru Kaigun no Sousa mou! Torawareta Futari Me!","","","","142","2004","",,,
"199",":Episode","","","","7.6","","","","","","","","","","","","","","","","","","","","","200","","","","74,611","","","","","","","Kesshi no Luffy to Sanji! Kyuushutsu Dai Sakusen!","","","","137","2004","",,,
"200",":Episode","","","","7.5","","","","","","","","","","","","","","","","","","","","","201","","","","76,592","","","","","","","Nekketsu Tokubetsu Butai Sansen! Bridge Koubousen!","","","","135","2004","",,,
"201",":Episode","","","","7.4","","","","","","","","","","","","","","","","","","","","","202","","","","76,482","","","","","","","Houi Mou Toppa! Dakkan Going Merry Gou","","","","139","2004","",,,
"202",":Episode","","","","7.3","","","","","","","","","","","","","","","","","","","","","203","","","","77,072","","","","","","","Kieta Kaizokusen! Yousai Koubou Dai 2 Round","","","","141","2004","",,,
"203",":Episode","","","","7.4","","","","","","","","","","","","","","","","","","","","","204","","","","77,161","","","","","","","Ougon Dakkan Sakusen to Waver Kaishuu Sakusen!","","","","137","2004","",,,
"204",":Episode","","","","7.5","","","","","","","","","","","","","","","","","","","","","205","","","","75,875","","","","","","","Ichimoudajin Keikaku! Jonathan Jishin no Hisaku","","","","137","2004","",,,
"205",":Episode","","","","7.6","","","","","","","","","","","","","","","","","","","","","206","","","","73,179","","","","","","","Saraba Kaigun Yousai! Dasshutsu e no Saigo no Koubou","","","","141","2004","",,,
"206",":Episode","","","","7.4","","","","","","","","","","","","","","","","","","","","","207","","","","74,726","","","","","","","Long Ring Long Land no Dai Bouken!","","","","144","2004","",,,
"207",":Episode","","","","7.4","","","","","","","","","","","","","","","","","","","","","208","","","","74,069","","","","","","","Foxy Kaizoku Dan to Davy Back!","","","","146","2004","",,,
"208",":Episode","","","","7.5","","","","","","","","","","","","","","","","","","","","","209","","","","73,811","","","","","","","Dai Ikkaisen! Gururi Isshuu Doughnut Race","","","","143","2004","",,,
"209",":Episode","","","","7.3","","","","","","","","","","","","","","","","","","","","","210","","","","74,363","","","","","","","Gingitsune no Foxy! Mouretsu Bougai Kousei","","","","149","2004","",,,
"210",":Episode","","","","7.5","","","","","","","","","","","","","","","","","","","","","211","","","","70,927","","","","","","","Dai 2 Kaisen! Buchi Kome Groggy Ring","","","","152","2004","",,,
"211",":Episode","","","","7.7","","","","","","","","","","","","","","","","","","","","","212","","","","70,764","","","","","","","Red Card Renpatsu! Groggy Ring","","","","145","2004","",,,
